Submitted at,Country you live and work in,City,Gender,Your age,Your job title,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
2024-10-27 7:19:32,Indonesia,Kediri,Man,18 - 24,Video Editor,Full-time employee,Senior IC,Video Editing,3,3,High school / secondary school,Yes,In-person certified courses,FALSE,FALSE,FALSE,TRUE,FALSE,No,IDR,Monthly,,"1,150,900",,,,"13,810,800","1,160",Health insurance,Academia / Educational institution,Education,51 - 200,11 - 50,Yes,4 days on-site,Global English Pare
2024-10-27 7:22:18,Indonesia,Jakarta,Woman,25 - 30,Marketing Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,4,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000","7,000,000",,,"91,000,000","7,644","Dental insurance, Paid medical leave, Paid time off / vacation time",Start-up,Financial services,"10,001 and above",2 - 10,No,Fully on-site,
2024-10-27 8:04:02,Indonesia,Jakarta,Man,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..)",TRUE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",Paid medical leave,Large enterprise (MNC),"Retail, wholesale & distribution","1001 - 10,000",2 - 10,Yes,Fully on-site,PT Soho Global Health
2024-10-27 8:33:36,Indonesia,Other,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"6,450,000",,,"200,000","77,600,000","6,518","Paid medical leave, Health insurance, Professional development, training, or learning fund, Allowance for flexible working arrangement (remote/co-working space), Wellness (gym, fitness, etc)",Start-up,"Technology, media & telecommunications",51 - 200,Team of 1,No,Fully remote,
2024-10-27 9:46:47,Thailand,Bangkok,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX research,5,6,Master's degree,Yes,"Online certification (e.g. Coursera or IDF), Formal design education (Diploma, Degree..)",TRUE,TRUE,FALSE,FALSE,FALSE,Yes,THB,Monthly,,"80,000","240,000",,"6,000","1,206,000","48,240","Paid time off / vacation time, Internet / mobile phone subsidies, Health insurance, Paid medical leave, Budget for equipment or home office setup, Dental insurance",Large enterprise (MNC),Financial services,"1001 - 10,000",11 - 50,Yes,1 day on-site,
2024-10-27 9:50:28,Singapore,Singapore,Man,25 - 30,Product Designer,Full-time employee,Junior IC (Entry level),Innovation / business design,2,2,Master's degree,No,,,,,,,Yes,SGD,Annual,"160,000",,"30,000",,,"190,000","190,000",,Large enterprise (MNC),Banking & capital markets,11 - 50,2 - 10,No,Fully remote,
2024-10-27 10:03:19,Thailand,Bangkok,Man,25 - 30,"UX Designer, Design Strategist",Full-time employee,Mid-level IC,Product / UX research,6,6,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,No,THB,Monthly,,"80,000","240,000",,"6,000","1,206,000","48,240","Health insurance, Budget for equipment or home office setup, Flexible spending account, Dental insurance",Large enterprise (MNC),Banking & capital markets,201 - 1000,11 - 50,Yes,1 day on-site,Kasikorn Business Technology Group (KBTG) - Beacon Interface
2024-10-27 10:18:13,Thailand,Bangkok,Woman,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX research,3,3,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,FALSE,FALSE,TRUE,No,THB,Annual,"550,000",,"100,000",,,"650,000","26,000","Health insurance, Meal subsidies, Onsite food / snacks, Professional development, training, or learning fund, Budget for equipment or home office setup, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Wellness (gym, fitness, etc), Paid time off / vacation time",Small-medium enterprise,Financial services,11 - 50,11 - 50,Yes,2 days on-site,
2024-10-27 10:19:17,Thailand,Bangkok,Woman,25 - 30,Product Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX research,8,8,Master's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,THB,Monthly,,"91,000","273,000",,,"1,365,000","54,600","Health insurance, Transport subsidies, Professional development, training, or learning fund, Paid medical leave, Dental insurance, Budget for equipment or home office setup",Large enterprise (MNC),Financial services,"1001 - 10,000",11 - 50,Yes,1 day on-site,
2024-10-27 11:15:17,Thailand,Bangkok,Woman,25 - 30,UX/UI Designer,Full-time employee,Mid-level IC,Product / UX design,4,3,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"32,000","300,000",,,"684,000","27,360","Health insurance, Paid time off / vacation time, Onsite food / snacks, Allowance for flexible working arrangement (remote/co-working space)",Small-medium enterprise,Financial services,51 - 200,2 - 10,Not applicable,1 day on-site,
2024-10-27 11:30:19,Thailand,Bangkok,Man,25 - 30,data scientist,Full-time employee,Junior IC (Entry level),Research operations,0,2,Master's degree,No,,,,,,,No,THB,Monthly,,"30,000",,,,"360,000","14,400",Health insurance,Start-up,Health care,1 - 10,Team of 1,Yes,1 day on-site,
2024-10-27 11:44:47,Thailand,Bangkok,Woman,25 - 30,UX/UI Designer,Full-time employee,Mid-level IC,Visual / UI design,2,2.6,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"23,900",,,,"286,800","11,472","Dental insurance, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Flexible schedule, Budget for equipment or home office setup, Paid time off / vacation time, Professional development, training, or learning fund",Academia / Educational institution,Education,11 - 50,2 - 10,Not applicable,Fully remote,ETS KMUTT
2024-10-27 11:59:48,Indonesia,Bandung,Woman,25 - 30,Junior UI/UX,Full-time employee,Mid-level IC,Visual / UI design,4,4,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Annual,"72,000,000",,"12,000,000",,,"84,000,000","7,056",,Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",Team of 1,No,Fully on-site,
2024-10-27 12:24:31,Indonesia,Palembang,Man,25 - 30,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,5,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"4,500,000",0,0,0,"54,000,000","4,536",Paid medical leave,Agency / Consulting,Industrial products & construction,51 - 200,Team of 1,No,Fully on-site,Lippomalls Indonesia
2024-10-27 12:41:05,Indonesia,Yogyakarta,Woman,25 - 30,Graphic Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,3,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"2,350,000",,,,"28,200,000","2,369","Meal subsidies, Budget for equipment or home office setup, Paid time off / vacation time",Small-medium enterprise,contract manufacturing,51 - 200,Team of 1,Yes,Fully on-site,
2024-10-27 13:13:58,Thailand,Bangkok,Woman,31 - 35,Digital designer,Full-time employee,Senior IC,Visual / UI design,5,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,THB,Monthly,,"58,990","88,000",,"5,000","800,880","32,035","Flexible schedule, Professional development, training, or learning fund, Health insurance",Small-medium enterprise,"Technology, media & telecommunications",11 - 50,2 - 10,Yes,1 day on-site,
2024-10-27 13:16:37,Indonesia,Jakarta,Woman,18 - 24,Graphic Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,2,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"6,500,000",,,,"78,000,000","6,552","Paid medical leave, Transport subsidies",Start-up,Consumer products,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-27 13:19:04,Indonesia,Other,Man,18 - 24,UI UX Design,Self-employed (Freelancers; own company),Junior IC (Entry level),Product / UX design,1,0,High school / secondary school,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,Yes,IDR,Monthly,,"2,000,000",,,,"24,000,000","2,016","Allowance for flexible working arrangement (remote/co-working space), Professional development, training, or learning fund, Other",Small-medium enterprise,Consumer products,11 - 50,2 - 10,No,Fully remote,
2024-10-27 13:51:08,Indonesia,Surabaya,Woman,18 - 24,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048","Paid time off / vacation time, Onsite food / snacks",Small-medium enterprise,Consumer products,11 - 50,2 - 10,Yes,Fully on-site,
2024-10-27 14:15:06,Indonesia,Bandung,Man,41 - 45,Art Director,Full-time employee,Director / VP*,Design leadership and management,15,15,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",Meal subsidies,Small-medium enterprise,Real estate,1 - 10,2 - 10,Yes,Fully on-site,
2024-10-27 14:21:17,Thailand,Bangkok,Woman,31 - 35,UX/UI Designer,Full-time employee,Senior IC,Product / UX design,8,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), In-person certified courses, Self-taught / informal / unstructured courses",TRUE,TRUE,FALSE,TRUE,TRUE,No,THB,Monthly,,"55,000",,,,"660,000","26,400","Wellness (gym, fitness, etc), Professional development, training, or learning fund, Onsite food / snacks, Dental insurance",Large enterprise (MNC),"Technology, media & telecommunications",201 - 1000,2 - 10,Yes,Fully on-site,Astro solutions / Sky ICT Group
2024-10-27 14:51:58,Thailand,Bangkok,Man,31 - 35,Product Designer,Full-time employee,Senior IC,Product / UX research,7,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,THB,Monthly,,"90,600","362,400",,"6,000","1,455,600","58,224","Paid time off / vacation time, Transport subsidies, Internet / mobile phone subsidies, Flexible spending account, Paid medical leave, Professional development, training, or learning fund, Budget for equipment or home office setup, Flexible schedule, Health insurance",Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",11 - 50,Yes,1 day on-site,
2024-10-27 14:55:15,Indonesia,Jakarta,Man,18 - 24,UI/UX Designer,Intern/Apprentice,Junior IC (Entry level),Visual / UI design,1,1,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Annual,"19,800,000",,,,,"19,800,000","1,663","Flexible schedule, Onsite food / snacks",Agency / Consulting,"Technology, media & telecommunications",51 - 200,Team of 1,No,4 days on-site,
2024-10-27 15:07:46,Indonesia,Semarang,Man,31 - 35,Senior User Interface Designer,Full-time employee,Senior IC,Visual / UI design,6,8,Bachelor's degree,No,,,,,,,No,USD,Monthly,,"2,000",,,,"24,000","32,400",,Agency / Consulting,Consumer products,11 - 50,2 - 10,No,Fully remote,
2024-10-27 15:18:09,Thailand,Bangkok,Man,25 - 30,User Experience Designer and Researcher,Full-time employee,Mid-level IC,Product / UX research,6,6,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"41,000",,,,"492,000","19,680","Health insurance, Flexible schedule, Dental insurance",Agency / Consulting,Depends on client,1 - 10,2 - 10,No,1 day on-site,
2024-10-27 15:27:17,Malaysia,Kuala Lumpur,Man,36 - 40,Experience Designer,Full-time employee,Senior IC,Product / UX design,10,15,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,MYR,Monthly,,"10,500","20,000",,,"146,000","44,253","Dental insurance, Transport subsidies, Paid time off / vacation time, Paid medical leave, Professional development, training, or learning fund, Health insurance, Mental Health",Large enterprise (MNC),Insurance,"10,001 and above",11 - 50,No,3 days on-site,
2024-10-27 16:09:46,Thailand,Bangkok,Woman,36 - 40,UX writer,Full-time employee,Senior IC,Content design / UX writer,5,19,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"86,000","160,000",,,"1,192,000","47,680",Health insurance,Large enterprise (MNC),Consumer products,"1001 - 10,000",2 - 10,Yes,Fully remote,
2024-10-27 16:13:48,Thailand,Bangkok,Woman,25 - 30,Senior UX designer,Full-time employee,Senior IC,Product / UX research,8,8,Bachelor's degree,No,,,,,,,No,THB,Monthly,,"80,000","150,000",,,"1,110,000","44,400","Health insurance, Transport subsidies, Allowance for flexible working arrangement (remote/co-working space), Budget for equipment or home office setup, Paid time off / vacation time, Professional development, training, or learning fund, Dental insurance, Flexible schedule",Agency / Consulting,Consulting,11 - 50,2 - 10,Yes,1 day on-site,
2024-10-27 17:44:22,Indonesia,Jakarta,Man,25 - 30,Herry Susanto,Full-time employee,Lead / Staff / Principal IC,Marketing / graphic design,2,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..)",TRUE,TRUE,TRUE,FALSE,FALSE,Yes,IDR,Monthly,,"9,000,000","3,000,000",2,1,"111,000,003","9,324","Professional development, training, or learning fund, Flexible schedule, Budget for equipment or home office setup, Internet / mobile phone subsidies, Allowance for flexible working arrangement (remote/co-working space), Flexible spending account, Paid medical leave, Health insurance, Dental insurance, Paid time off / vacation time",Start-up,Real estate,11 - 50,Team of 1,Yes,Fully on-site,PT FROZEN FOOD SENUSANTARA
2024-10-27 19:28:23,Thailand,Bangkok,Woman,18 - 24,Product Designer (UX & UI),Self-employed (Freelancers; own company),Junior IC (Entry level),Product / UX design,1,2,Master's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses, Formal design education (Diploma, Degree..)",TRUE,TRUE,TRUE,FALSE,TRUE,Yes,THB,Monthly,,"28,000",,,,"336,000","13,440",,Agency / Consulting,"Technology, media & telecommunications",1 - 10,2 - 10,No,Fully remote,
2024-10-27 22:23:33,Thailand,Bangkok,Man,25 - 30,Product designer,Full-time employee,Mid-level IC,Product / UX design,2,6,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,THB,Monthly,,"35,000",,,,"420,000","16,800","Meal subsidies, Onsite food / snacks",Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,No,3 days on-site,"Mia collaboration co ltd.,"
2024-10-28 0:03:22,Indonesia,Sukabumi,Man,25 - 30,UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,4,Bachelor's degree,No,,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"4,000,000","1,500,000","200,000","1,000,000","50,700,000","4,259","Paid medical leave, Onsite food / snacks, Health insurance, Transport subsidies, Internet / mobile phone subsidies",Agency / Consulting,UI/UX Agency,11 - 50,Team of 1,Yes,4 days on-site,
2024-10-28 0:55:08,Indonesia,Surabaya,Man,18 - 24,Designer,Self-employed (Freelancers; own company),Senior IC,Marketing / graphic design,2,2,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",,Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,Not applicable,2 days on-site,
2024-10-28 1:54:56,Thailand,Bangkok,Non-binary/Non-conforming,25 - 30,Service Designer,Full-time employee,Senior IC,Service Design,5,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,THB,Monthly,,"85,000","240,000",,,"1,260,000","50,400",,Large enterprise (MNC),"Retail, wholesale & distribution","1001 - 10,000",2 - 10,Yes,Fully remote,
2024-10-28 3:03:04,Indonesia,Jakarta,Woman,25 - 30,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,6,2.5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",,Start-up,"Retail, wholesale & distribution",11 - 50,Team of 1,Yes,Fully on-site,Smith Berlin
2024-10-28 3:06:08,Indonesia,Batam,Woman,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,1,3,High school / secondary school,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"8,000,000",,,,"96,000,000","8,064","Meal subsidies, Health insurance, Onsite food / snacks, Budget for equipment or home office setup, Paid medical leave",Start-up,"Technology, media & telecommunications",11 - 50,2 - 10,No,3 days on-site,OneByOne Logistical
2024-10-28 3:38:54,Malaysia,Selangor,Man,36 - 40,Designer,Full-time employee,Senior IC,Marketing / graphic design,7,12,Bachelor's degree,No,,,,,,,No,MYR,Monthly,,"5,500","18,000",,,"84,000","25,461","Paid medical leave, Transport subsidies, Meal subsidies, Internet / mobile phone subsidies, Budget for equipment or home office setup, Health insurance, Dental insurance",Private Property Developer,Real estate,"1001 - 10,000",2 - 10,Yes,Fully on-site,
2024-10-28 3:40:42,Indonesia,Jakarta,Man,25 - 30,Sr.Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,8,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"9,000,000","4,000,000",,,"112,000,000","9,408","Paid medical leave, Health insurance",Start-up,Healthcare Supplement,11 - 50,2 - 10,No,Fully on-site,Wellous
2024-10-28 3:56:06,Indonesia,Tangerang,Woman,18 - 24,Graphic Designer,Full-time employee,Junior IC (Entry level),Social Media Designer,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",Health insurance,Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully on-site,OLDO Digital
2024-10-28 4:15:58,Indonesia,Tangerang,Man,25 - 30,ICT solution delivery specialist,Full-time employee,Senior IC,Content design / UX writer,2,2,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"8,500,000","4,000,000",,,"106,000,000","8,904","Health insurance, Paid time off / vacation time",Start-up,"Technology, media & telecommunications",201 - 1000,Team of 1,Yes,Fully on-site,Solusi integrasi pratama
2024-10-28 4:18:25,Indonesia,Medan,Woman,18 - 24,Media Staff,Full-time employee,Junior IC (Entry level),Marketing / graphic design,6,6,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Non-profit,Charity NGO,11 - 50,2 - 10,Yes,Fully on-site,
2024-10-28 4:19:45,Indonesia,Jakarta,Man,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,High school / secondary school,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000","2,500,000",,"65,000,000","133,500,000","11,214","Budget for equipment or home office setup, Internet / mobile phone subsidies, Paid time off / vacation time, Meal subsidies, Allowance for flexible working arrangement (remote/co-working space), Health insurance, Transport subsidies",Corporate,Health care,51 - 200,2 - 10,No,3 days on-site,PT Cakra Radha Mustika
2024-10-28 4:30:29,Indonesia,Bandung,Man,18 - 24,UI/UX Designer,Intern/Apprentice,Junior IC (Entry level),Product / UX design,2,1,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"600,000",,,,"7,200,000",605,Flexible schedule,Start-up,Consumer products,11 - 50,2 - 10,Yes,Fully on-site,PT Toko Rumahan Indonesia
2024-10-28 5:09:04,Indonesia,Jakarta,Man,25 - 30,Art director,Full-time employee,Mid-level IC,Marketing / graphic design,6,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"14,000,000","10,000,000",,,"178,000,000","14,952","Health insurance, Dental insurance, Wellness (gym, fitness, etc), Internet / mobile phone subsidies, Professional development, training, or learning fund",Large enterprise (MNC),Banking & capital markets,201 - 1000,2 - 10,Yes,Fully on-site,
2024-10-28 5:30:15,Singapore,Singapore,Woman,31 - 35,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,3,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,Yes,SGD,Monthly,,"4,200",,,,"50,400","50,400",,Agency / Consulting,Consumer products,1 - 10,2 - 10,Yes,4 days on-site,
2024-10-28 5:46:02,Thailand,Bangkok,Man,31 - 35,Graphic Design,Full-time employee,Senior IC,Marketing / graphic design,10,10,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,THB,Monthly,,"45,000",,,,"540,000","21,600",,Large enterprise (MNC),Consumer products,51 - 200,Team of 1,No,Fully on-site,
2024-10-28 7:15:44,Indonesia,Jakarta,Woman,25 - 30,Graphic Designer and Social Media Creative,Full-time employee,Mid-level IC,Marketing / graphic design,6,6,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056","Allowance for flexible working arrangement (remote/co-working space), Health insurance, Paid medical leave, Professional development, training, or learning fund",Start-up,"Technology, media & telecommunications",201 - 1000,2 - 10,Yes,2 days on-site,Mekari
2024-10-28 7:37:16,Indonesia,depok,Woman,25 - 30,ui ux designer,Full-time employee,Mid-level IC,Industrial design,3,3,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,750,000",,,,"69,000,000","5,796",Health insurance,Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,Yes,2 days on-site,artemis indonesia
2024-10-28 8:04:16,Indonesia,Jakarta,Man,25 - 30,Graphic Designer,Full-time employee,Senior IC,Marketing / graphic design,3,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544",Health insurance,Start-up,"Technology, media & telecommunications",11 - 50,Team of 1,Yes,4 days on-site,GESIT
2024-10-28 8:14:04,Indonesia,Bandung,Man,25 - 30,UI UX Designer,Full-time employee,Mid-level IC,Visual / UI design,5,5,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056",Health insurance,Agency / Consulting,Consumer products,51 - 200,2 - 10,Yes,3 days on-site,PT Padepokan Tujuh Sembilan
2024-10-28 8:28:23,Indonesia,Jakarta,Woman,25 - 30,UI/UX Designer,Full-time employee,Lead / Staff / Principal IC,Product / UX design,6,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Formal design education (Diploma, Degree..), In-person certified courses",TRUE,TRUE,TRUE,TRUE,FALSE,No,IDR,Monthly,,"9,000,000",,,,"108,000,000","9,072","Paid time off / vacation time, Flexible schedule, Dental insurance, Paid medical leave",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,2 - 10,Yes,Fully on-site,
2024-10-28 9:39:43,Thailand,Bangkok,Man,25 - 30,Senior UX/UI Designer,Full-time employee,Senior IC,Visual / UI design,4,4,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,THB,Monthly,,"62,000",,,,"744,000","29,760","Flexible schedule, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave, Paid time off / vacation time, Onsite food / snacks, Professional development, training, or learning fund",Start-up,"Retail, wholesale & distribution",51 - 200,2 - 10,Yes,3 days on-site,
2024-10-28 10:50:32,Thailand,Bangkok,Woman,36 - 40,Agency in BKK,Full-time employee,Senior IC,Product / UX design,2,14,Diploma,No,,,,,,,No,THB,Monthly,,"40,000","80,000",,,"560,000","22,400","Budget for equipment or home office setup, Health insurance, Flexible schedule, Professional development, training, or learning fund",Agency / Consulting,"Technology, media & telecommunications",51 - 200,2 - 10,Yes,3 days on-site,
2024-10-28 11:26:01,Malaysia,Selangor,Woman,18 - 24,UIUX Designer,Full-time employee,Junior IC (Entry level),Product/ UIUX,1,1,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,FALSE,FALSE,FALSE,No,MYR,Monthly,,"3,800",,,200,"45,800","13,882","Paid medical leave, Professional development, training, or learning fund, Internet / mobile phone subsidies",Small-medium enterprise,Marine/ Maritime,11 - 50,Team of 1,No,Fully on-site,
2024-10-28 11:26:05,Indonesia,Tangerang,Man,25 - 30,UI/UX Specialist,Fixed term contractor,Mid-level IC,Visual / UI design,4,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,200,000","6,200,000",,,"80,600,000","6,770",,Small-medium enterprise,Banking & capital markets,11 - 50,2 - 10,Yes,Fully on-site,Pendanaan Teknologi Nusa
2024-10-28 11:27:09,Indonesia,Jakarta,Woman,25 - 30,Graphic Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Marketing / graphic design,2,2,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",,Event Organizer,Entertainment,1 - 10,2 - 10,Yes,Fully on-site,Indonesia Fashion Week (APPMI)
2024-10-28 12:14:28,Singapore,Singapore,Woman,31 - 35,Product designer,Full-time employee,Senior IC,Product / UX design,9,9,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,SGD,Monthly,,"7,700","12,000",,,"104,400","104,400",,Large enterprise (MNC),Banking & capital markets,"1001 - 10,000",101 and above,Yes,2 days on-site,
2024-10-28 12:14:41,Singapore,Singapore,Woman,25 - 30,Ui/ux designer,Full-time employee,Junior IC (Entry level),Product / UX design,2,2,Bachelor's degree,No,,,,,,,No,SGD,Monthly,,"5,000",,,,"60,000","60,000","Flexible schedule, Health insurance, Paid time off / vacation time, Allowance for flexible working arrangement (remote/co-working space), Paid medical leave",Start-up,Software,1 - 10,Team of 1,Yes,2 days on-site,
